,Nurse,2023-02-01-mañana,2023-02-01-tarde,2023-02-02-mañana,2023-02-02-tarde,2023-02-03-mañana,2023-02-03-tarde,2023-02-04-mañana,2023-02-04-tarde,2023-02-05-mañana,2023-02-05-tarde,2023-02-06-mañana,2023-02-06-tarde,2023-02-07-mañana,2023-02-07-tarde,2023-02-08-mañana,2023-02-08-tarde,2023-02-09-mañana,2023-02-09-tarde,2023-02-10-mañana,2023-02-10-tarde,2023-02-11-mañana,2023-02-11-tarde,2023-02-12-mañana,2023-02-12-tarde,2023-02-13-mañana,2023-02-13-tarde,2023-02-14-mañana,2023-02-14-tarde,2023-02-15-mañana,2023-02-15-tarde,2023-02-16-mañana,2023-02-16-tarde,2023-02-17-mañana,2023-02-17-tarde,2023-02-18-mañana,2023-02-18-tarde,2023-02-19-mañana,2023-02-19-tarde,2023-02-20-mañana,2023-02-20-tarde,2023-02-21-mañana,2023-02-21-tarde,2023-02-22-mañana,2023-02-22-tarde,2023-02-23-mañana,2023-02-23-tarde,2023-02-24-mañana,2023-02-24-tarde,2023-02-25-mañana,2023-02-25-tarde,2023-02-26-mañana,2023-02-26-tarde,2023-02-27-mañana,2023-02-27-tarde,2023-02-28-mañana,2023-02-28-tarde,objective_1,objective_2
41,person_2,-,T2,-,T2,-,-,-,-,-,-,M,-,M,-,M,-,COM,-,M,-,-,-,DISP,-,-,-,-,CHX,-,T2,-,T1,-,T2,-,T1,-,-,-,-,-,T1,-,CHX,-,T2,-,T2,-,-,-,T1,-,T1,-,T2,13.0,12.625
42,person_6,-,-,M,-,COM,-,M,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,M,-,-,-,M,-,COM,-,M,-,M,-,DISP,-,-,-,-,T1,-,-,-,T2,-,T1,-,T1,-,-,-,-,-,-,-,T1,13.0,12.625
43,person_4,M,-,COM,-,M,-,-,-,DISP,-,-,T1,-,T1,-,-,-,T1,-,T2,-,-,-,-,M,-,M,-,COM,-,COM,-,COM,-,M,-,-,-,M,-,M,-,M,-,COM,-,COM,-,M,-,-,-,-,T2,-,-,13.0,12.625
44,person_8,COM,-,M,-,M,-,DISP,-,-,-,COM,-,-,-,COM,-,-,-,-,-,DISP,-,-,-,-,T2,-,T2,-,CHX,-,CHX,-,-,-,-,-,-,M,-,M,-,COM,-,M,-,M,-,DISP,-,-,-,-,-,M,-,13.0,12.625
45,person_5,M,-,-,-,COM,-,-,-,M,-,-,T1,-,CHX,-,CHX,-,T2,-,T1,-,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,DISP,-,COM,-,COM,-,COM,-,COM,-,M,-,-,-,DISP,-,COM,-,COM,-,13.0,12.625
46,person_7,-,CHX,-,-,-,CHX,-,-,-,T1,-,CHX,-,T2,-,T1,-,CHX,-,-,-,-,-,T1,-,T1,-,-,-,T2,-,-,-,CHX,-,-,-,T1,-,CHX,-,CHX,-,T1,-,CHX,-,-,-,-,-,-,-,CHX,-,CHX,13.0,12.625
47,person_3,-,T1,-,T1,-,T2,-,T1,-,-,-,T2,-,CHX,-,T2,-,-,-,CHX,-,T1,-,-,-,CHX,-,T1,-,T1,-,T2,-,T1,-,-,-,-,-,T2,-,T2,-,T2,-,-,-,CHX,-,T1,-,-,M,-,M,-,13.0,12.625
48,person_1,M,-,COM,-,M,-,-,-,DISP,-,COM,-,M,-,M,-,M,-,M,-,-,-,DISP,-,M,-,M,-,COM,-,M,-,COM,-,-,-,DISP,-,-,T1,-,T1,-,-,-,T1,-,CHX,-,-,-,-,COM,-,COM,-,14.0,12.5
49,person_2,COM,-,-,-,-,-,DISP,-,-,-,-,CHX,-,CHX,-,T2,-,T1,-,T2,-,-,-,-,-,-,-,T1,-,CHX,-,T2,-,T1,-,T1,-,-,-,-,-,T1,-,CHX,-,T2,-,T2,-,T1,-,-,-,-,-,T2,14.0,12.5
50,person_6,-,-,-,CHX,-,T2,-,-,-,-,M,-,M,-,COM,-,COM,-,M,-,DISP,-,-,-,-,-,M,-,M,-,-,-,M,-,DISP,-,-,-,COM,-,M,-,M,-,M,-,-,-,M,-,-,-,-,T2,-,T2,14.0,12.5
51,person_4,M,-,M,-,M,-,-,-,M,-,-,CHX,-,CHX,-,CHX,-,CHX,-,CHX,-,-,-,-,COM,-,-,-,M,-,M,-,COM,-,M,-,-,-,M,-,COM,-,COM,-,COM,-,COM,-,-,-,M,-,M,-,-,-,14.0,12.5
52,person_8,M,-,M,-,COM,-,M,-,-,-,COM,-,COM,-,COM,-,COM,-,COM,-,M,-,-,-,-,CHX,-,CHX,-,CHX,-,CHX,-,T2,-,-,-,-,M,-,M,-,M,-,M,-,M,-,DISP,-,-,-,-,-,M,-,14.0,12.5
53,person_5,-,T2,-,T1,-,T1,-,-,-,-,M,-,COM,-,M,-,M,-,COM,-,-,-,M,-,M,-,COM,-,-,-,COM,-,M,-,-,-,M,-,-,-,COM,-,COM,-,-,-,M,-,-,-,DISP,-,M,-,M,-,14.0,12.5
54,person_7,-,T1,-,-,-,CHX,-,T1,-,-,-,T2,-,T1,-,T1,-,CHX,-,-,-,-,-,T1,-,T2,-,-,-,T2,-,-,-,CHX,-,-,-,T1,-,CHX,-,CHX,-,T1,-,CHX,-,-,-,-,-,-,-,T1,-,T1,14.0,12.5
55,person_3,-,CHX,-,T2,-,-,-,-,-,T1,-,T1,-,T2,-,T1,-,T2,-,T1,-,T1,-,-,-,T1,-,T2,-,T1,-,T1,-,-,-,-,-,-,-,T2,-,T2,-,T2,-,T2,-,T1,-,-,-,T1,-,CHX,-,CHX,14.0,12.5
56,person_1,COM,-,M,-,M,-,M,-,-,-,-,T2,-,CHX,-,-,-,CHX,-,T1,-,-,-,-,COM,-,M,-,M,-,M,-,COM,-,-,-,DISP,-,COM,-,COM,-,COM,-,M,-,M,-,-,-,M,-,COM,-,COM,-,14.999999999908756,12.062499666666714
57,person_2,M,-,M,-,COM,-,DISP,-,-,-,-,-,-,T2,-,T1,-,-,-,T2,-,-,-,T1,-,-,-,T1,-,CHX,-,T2,-,T2,-,T1,-,-,-,-,-,T1,-,CHX,-,T1,-,T1,-,-,-,-,M,-,COM,-,14.999999999908756,12.062499666666714
58,person_6,-,-,-,T1,-,CHX,-,-,-,-,COM,-,M,-,COM,-,M,-,M,-,M,-,-,-,-,-,COM,-,M,-,-,-,-,-,DISP,-,-,-,COM,-,M,-,M,-,M,-,M,-,M,-,-,-,-,-,-,T1,14.999999999908756,12.062499666666714
59,person_4,M,-,COM,-,M,-,-,-,M,-,M,-,M,-,-,-,COM,-,M,-,-,-,M,-,-,T1,-,CHX,-,T1,-,CHX,-,T1,-,-,-,-,M,-,COM,-,-,-,M,-,COM,-,-,-,DISP,-,-,T2,-,CHX,14.999999999908756,12.062499666666714
60,person_8,-,CHX,-,CHX,-,-,-,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,DISP,-,M,-,COM,-,COM,-,M,-,M,-,M,-,-,-,M,-,M,-,M,-,COM,-,M,-,DISP,-,-,-,-,-,M,-,14.999999999908756,12.062499666666714
61,person_5,-,-,COM,-,M,-,-,-,DISP,-,M,-,COM,-,M,-,COM,-,COM,-,DISP,-,-,-,M,-,M,-,M,-,COM,-,M,-,-,-,M,-,-,T1,-,T2,-,-,-,T2,-,T2,-,-,-,-,M,-,M,-,14.999999999908756,12.062499666666714
62,person_7,-,T1,-,-,-,T1,-,-,-,T1,-,T1,-,T1,-,T2,-,T1,-,-,-,-,-,-,-,CHX,-,-,-,T2,-,-,-,CHX,-,-,-,T1,-,CHX,-,CHX,-,T1,-,CHX,-,-,-,T1,-,-,-,T1,-,T2,14.999999999908756,12.062499666666714
63,person_3,-,T2,-,T2,-,T2,-,T1,-,-,-,CHX,-,T2,-,CHX,-,T2,-,CHX,-,T1,-,-,-,T2,-,T2,-,T2,-,T1,-,T1,-,-,-,-,-,T2,-,T2,-,T2,-,-,-,CHX,-,-,-,T1,-,CHX,-,T2,14.999999999908756,12.062499666666714
64,person_1,M,-,COM,-,M,-,-,-,M,-,COM,-,M,-,M,-,COM,-,M,-,DISP,-,-,-,M,-,M,-,COM,-,COM,-,COM,-,-,-,DISP,-,-,T2,-,T2,-,CHX,-,T2,-,T1,-,-,-,-,-,T2,-,-,16.0,11.625
65,person_2,M,-,M,-,M,-,DISP,-,-,-,-,CHX,-,CHX,-,T1,-,T2,-,CHX,-,-,-,T1,-,-,-,T2,-,CHX,-,T2,-,T2,-,-,-,-,-,-,-,CHX,-,-,-,-,-,T2,-,-,-,T1,-,-,-,T2,16.0,11.625
66,person_6,-,-,-,CHX,-,T2,-,-,-,-,M,-,M,-,COM,-,M,-,COM,-,M,-,-,-,-,-,COM,-,M,-,M,-,M,-,M,-,-,-,COM,-,M,-,M,-,M,-,M,-,-,-,M,-,-,-,-,T1,16.0,11.625
67,person_4,COM,-,M,-,COM,-,M,-,-,-,-,T1,-,T2,-,T1,-,CHX,-,T2,-,-,-,-,COM,-,-,-,M,-,M,-,M,-,-,-,M,-,COM,-,COM,-,COM,-,COM,-,M,-,M,-,-,-,-,T1,-,CHX,16.0,11.625
68,person_8,-,CHX,-,T1,-,T1,-,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,M,-,M,-,M,-,-,-,-,-,-,-,DISP,-,-,-,M,-,M,-,-,-,M,-,COM,-,DISP,-,-,-,COM,-,M,-,16.0,11.625
69,person_5,M,-,COM,-,COM,-,-,-,DISP,-,COM,-,COM,-,M,-,COM,-,M,-,-,-,DISP,-,-,CHX,-,CHX,-,T1,-,T1,-,CHX,-,-,-,-,M,-,COM,-,M,-,COM,-,M,-,-,-,DISP,-,-,CHX,-,T1,16.0,11.625
70,person_7,-,T2,-,-,-,CHX,-,-,-,T1,-,T2,-,T2,-,T2,-,T1,-,-,-,-,-,-,-,T2,-,-,-,T2,-,-,-,T1,-,T1,-,-,-,CHX,-,T1,-,T1,-,CHX,-,-,-,T1,-,-,M,-,M,-,16.0,11.625
71,person_3,-,T1,-,T2,-,CHX,-,T1,-,-,-,CHX,-,T1,-,CHX,-,-,-,T1,-,T1,-,-,-,T1,-,T1,-,CHX,-,CHX,-,CHX,-,-,-,T1,-,T1,-,T2,-,T2,-,T1,-,CHX,-,-,-,-,M,-,COM,-,16.0,11.625
72,person_1,COM,-,COM,-,M,-,-,-,M,-,-,T2,-,T2,-,CHX,-,T2,-,T1,-,-,-,-,COM,-,M,-,COM,-,M,-,COM,-,-,-,M,-,M,-,M,-,M,-,COM,-,M,-,DISP,-,-,-,M,-,COM,-,17.0,11.499999708333448
73,person_2,M,-,M,-,COM,-,DISP,-,-,-,-,T1,-,T2,-,T1,-,-,-,CHX,-,-,-,-,-,T2,-,T1,-,CHX,-,T2,-,T2,-,T1,-,-,-,-,-,T1,-,CHX,-,T2,-,T2,-,-,-,T1,-,-,-,T2,17.0,11.499999708333448
74,person_6,-,-,-,T2,-,-,-,-,-,-,M,-,M,-,COM,-,M,-,M,-,M,-,-,-,-,-,COM,-,M,-,COM,-,COM,-,DISP,-,-,-,COM,-,M,-,M,-,M,-,M,-,-,-,DISP,-,-,-,-,T1,17.0,11.499999708333448
75,person_4,M,-,M,-,M,-,M,-,-,-,M,-,M,-,-,-,COM,-,M,-,-,-,M,-,-,CHX,-,CHX,-,T1,-,CHX,-,CHX,-,-,-,-,M,-,COM,-,COM,-,COM,-,COM,-,-,-,M,-,-,T2,-,CHX,17.0,11.499999708333448
76,person_8,-,CHX,-,CHX,-,T2,-,T1,-,-,M,-,M,-,M,-,M,-,M,-,DISP,-,-,-,-,-,-,T2,-,-,-,T1,-,-,-,-,-,-,-,T1,-,-,-,-,-,T1,-,T1,-,T1,-,-,M,-,M,-,17.0,11.499999708333448
77,person_5,-,T1,-,T1,-,T1,-,-,-,-,COM,-,COM,-,M,-,COM,-,COM,-,-,-,DISP,-,M,-,-,-,-,-,M,-,M,-,M,-,-,-,COM,-,COM,-,M,-,M,-,COM,-,M,-,-,-,COM,-,M,-,17.0,11.499999708333448
78,person_7,-,T2,-,-,-,CHX,-,-,-,T1,-,CHX,-,CHX,-,T2,-,T1,-,-,-,-,-,T1,-,T1,-,-,-,T2,-,-,-,T1,-,-,-,T1,-,CHX,-,CHX,-,T1,-,CHX,-,-,-,-,-,-,-,T1,-,T2,17.0,11.499999708333448
79,person_3,COM,-,M,-,-,-,-,-,DISP,-,-,T2,-,T1,-,T2,-,CHX,-,T2,-,T1,-,-,M,-,M,-,M,-,COM,-,M,-,-,-,DISP,-,-,T2,-,T2,-,T2,-,CHX,-,CHX,-,-,-,-,-,CHX,-,T1,17.0,11.499999708333448
80,person_1,M,-,M,-,COM,-,DISP,-,-,-,COM,-,M,-,M,-,M,-,COM,-,-,-,M,-,-,CHX,-,CHX,-,T1,-,CHX,-,T1,-,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,DISP,-,COM,-,COM,-,17.999999999967926,11.062499666666598
81,person_2,-,T1,-,CHX,-,T1,-,T1,-,-,-,T2,-,T2,-,T1,-,CHX,-,T1,-,-,-,-,-,-,-,T1,-,CHX,-,T2,-,CHX,-,T1,-,-,-,-,-,CHX,-,CHX,-,T2,-,T1,-,T1,-,-,-,-,-,T2,17.999999999967926,11.062499666666598
82,person_6,-,-,-,T2,-,T2,-,-,-,-,M,-,M,-,COM,-,M,-,M,-,M,-,-,-,-,-,M,-,M,-,M,-,-,-,DISP,-,-,-,COM,-,M,-,M,-,M,-,M,-,M,-,-,-,-,-,-,T1,17.999999999967926,11.062499666666598
83,person_4,M,-,COM,-,M,-,-,-,M,-,-,T1,-,CHX,-,T2,-,T2,-,T2,-,-,-,-,COM,-,M,-,COM,-,COM,-,M,-,M,-,-,-,M,-,COM,-,COM,-,COM,-,COM,-,-,-,M,-,-,T2,-,-,17.999999999967926,11.062499666666598
84,person_8,COM,-,M,-,M,-,M,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,DISP,-,-,T2,-,T2,-,T1,-,T1,-,T2,-,-,-,-,M,-,M,-,M,-,M,-,M,-,DISP,-,-,-,M,-,M,-,17.999999999967926,11.062499666666598
85,person_5,M,-,-,-,M,-,-,-,DISP,-,COM,-,COM,-,M,-,COM,-,COM,-,DISP,-,-,-,M,-,-,-,M,-,M,-,COM,-,-,-,M,-,-,T1,-,T1,-,T1,-,CHX,-,T2,-,-,-,-,M,-,M,-,17.999999999967926,11.062499666666598
86,person_7,-,CHX,-,-,-,CHX,-,-,-,T1,-,CHX,-,T1,-,CHX,-,T1,-,-,-,-,-,T1,-,T1,-,-,-,T2,-,-,-,T1,-,-,-,T1,-,CHX,-,CHX,-,T2,-,T1,-,-,-,-,-,-,-,T1,-,CHX,17.999999999967926,11.062499666666598
