,Nurse,2023-02-01-mañana,2023-02-01-tarde,2023-02-02-mañana,2023-02-02-tarde,2023-02-03-mañana,2023-02-03-tarde,2023-02-04-mañana,2023-02-04-tarde,2023-02-05-mañana,2023-02-05-tarde,2023-02-06-mañana,2023-02-06-tarde,2023-02-07-mañana,2023-02-07-tarde,2023-02-08-mañana,2023-02-08-tarde,2023-02-09-mañana,2023-02-09-tarde,2023-02-10-mañana,2023-02-10-tarde,2023-02-11-mañana,2023-02-11-tarde,2023-02-12-mañana,2023-02-12-tarde,2023-02-13-mañana,2023-02-13-tarde,2023-02-14-mañana,2023-02-14-tarde,2023-02-15-mañana,2023-02-15-tarde,2023-02-16-mañana,2023-02-16-tarde,2023-02-17-mañana,2023-02-17-tarde,2023-02-18-mañana,2023-02-18-tarde,2023-02-19-mañana,2023-02-19-tarde,2023-02-20-mañana,2023-02-20-tarde,2023-02-21-mañana,2023-02-21-tarde,2023-02-22-mañana,2023-02-22-tarde,2023-02-23-mañana,2023-02-23-tarde,2023-02-24-mañana,2023-02-24-tarde,2023-02-25-mañana,2023-02-25-tarde,2023-02-26-mañana,2023-02-26-tarde,2023-02-27-mañana,2023-02-27-tarde,2023-02-28-mañana,2023-02-28-tarde,objective_1,objective_2
88,person_6,M,-,COM,-,COM,-,-,-,DISP,-,COM,-,M,-,M,-,M,-,M,-,-,-,-,-,COM,-,M,-,M,-,COM,-,M,-,DISP,-,-,-,COM,-,-,-,M,-,COM,-,M,-,DISP,-,-,-,-,CHX,-,T2,9.0,12.0625
89,person_1,-,T1,-,CHX,-,CHX,-,T1,-,-,-,T2,-,T2,-,-,-,T1,-,T2,-,T1,-,-,M,-,-,-,COM,-,M,-,M,-,-,-,-,-,-,CHX,-,-,-,CHX,-,T1,-,T2,-,T1,-,-,-,T2,-,CHX,9.0,12.0625
90,person_3,M,-,M,-,M,-,DISP,-,-,-,M,-,M,-,M,-,M,-,COM,-,DISP,-,-,-,-,-,-,T2,-,CHX,-,CHX,-,CHX,-,-,-,-,-,T2,-,T1,-,T1,-,CHX,-,CHX,-,-,-,-,-,-,-,CHX,9.0,12.0625
91,person_7,COM,-,M,-,M,-,-,-,-,-,COM,-,COM,-,-,-,M,-,M,-,-,-,M,-,COM,-,-,-,M,-,M,-,M,-,-,-,DISP,-,M,-,COM,-,COM,-,M,-,COM,-,M,-,-,-,-,CHX,-,CHX,9.0,12.0625
92,person_2,-,-,-,CHX,-,-,-,-,-,-,-,-,-,CHX,-,T2,-,T2,-,CHX,-,-,-,T1,-,CHX,-,CHX,-,CHX,-,T1,-,CHX,-,T1,-,-,-,T2,-,T1,-,T2,-,CHX,-,T1,-,-,-,T1,-,-,M,-,9.0,12.0625
93,person_4,-,CHX,-,T2,-,T1,-,-,-,T1,-,T1,-,CHX,-,T1,-,CHX,-,T2,-,T1,-,-,-,T1,-,CHX,-,T2,-,CHX,-,T1,-,-,-,-,-,T1,-,CHX,-,CHX,-,T2,-,CHX,-,T1,-,-,COM,-,M,-,9.0,12.0625
94,person_8,COM,-,COM,-,COM,-,M,-,-,-,-,CHX,-,CHX,-,CHX,-,CHX,-,T1,-,-,-,-,M,-,COM,-,M,-,M,-,COM,-,-,-,M,-,M,-,-,-,COM,-,M,-,COM,-,DISP,-,-,-,M,-,COM,-,9.0,12.0625
95,person_9,-,CHX,-,T1,-,CHX,-,T1,-,-,-,CHX,-,T1,-,CHX,-,-,-,CHX,-,-,-,T1,-,CHX,-,T1,-,T1,-,T2,-,-,-,-,-,-,-,CHX,-,CHX,-,CHX,-,T2,-,T2,-,-,-,-,-,-,-,T1,9.0,12.0625
96,person_11,-,T2,-,-,-,T2,-,-,-,-,M,-,COM,-,COM,-,COM,-,COM,-,M,-,-,-,M,-,M,-,-,-,-,-,M,-,M,-,-,-,COM,-,M,-,M,-,M,-,M,-,-,-,DISP,-,M,-,M,-,9.0,12.0625
97,person_5,-,T1,-,-,-,CHX,-,T1,-,-,-,T1,-,CHX,-,T2,-,T2,-,-,-,-,-,-,-,T2,-,-,-,T1,-,-,-,T2,-,-,-,T1,-,CHX,-,T2,-,T1,-,T1,-,-,-,T1,-,-,-,CHX,-,T1,9.0,12.0625
98,person_10,M,-,-,-,COM,-,-,-,M,-,-,-,M,-,COM,-,-,-,M,-,-,-,DISP,-,-,T1,-,T2,-,T1,-,T2,-,CHX,-,-,-,-,M,-,M,-,M,-,M,-,COM,-,-,-,M,-,-,T1,-,T2,9.0,12.0625
99,person_6,-,T1,-,CHX,-,T2,-,-,-,-,COM,-,COM,-,M,-,M,-,COM,-,-,-,M,-,M,-,COM,-,COM,-,M,-,COM,-,M,-,-,-,COM,-,COM,-,COM,-,M,-,COM,-,-,-,DISP,-,COM,-,-,-,10.0,11.625
100,person_1,-,T2,-,T2,-,CHX,-,T1,-,-,-,T1,-,T1,-,CHX,-,T1,-,CHX,-,-,-,T1,-,T1,-,-,-,T1,-,CHX,-,T1,-,T1,-,-,-,T2,-,-,-,-,-,T1,-,T2,-,-,-,-,M,-,M,-,10.0,11.625
101,person_3,COM,-,M,-,-,-,M,-,-,-,M,-,M,-,M,-,M,-,M,-,M,-,-,-,-,-,-,-,M,-,M,-,M,-,DISP,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,-,-,-,-,-,CHX,10.0,11.625
102,person_7,M,-,M,-,M,-,DISP,-,-,-,M,-,COM,-,-,-,COM,-,COM,-,-,-,M,-,COM,-,COM,-,M,-,M,-,COM,-,-,-,M,-,-,CHX,-,CHX,-,CHX,-,CHX,-,CHX,-,-,-,-,-,CHX,-,T1,10.0,11.625
103,person_2,M,-,M,-,M,-,-,-,-,-,-,-,-,-,-,-,-,T2,-,CHX,-,-,-,T1,-,CHX,-,CHX,-,CHX,-,CHX,-,CHX,-,T1,-,-,-,T1,-,T2,-,T2,-,T1,-,-,-,-,-,T1,-,-,-,T2,10.0,11.625
104,person_4,-,T2,-,T1,-,T1,-,-,-,T1,-,T1,-,T2,-,T1,-,T2,-,T1,-,T1,-,-,-,-,M,-,-,-,COM,-,COM,-,-,-,-,-,-,T2,-,CHX,-,-,-,CHX,-,T1,-,T1,-,-,M,-,M,-,10.0,11.625
105,person_8,COM,-,COM,-,M,-,-,-,M,-,M,-,-,-,COM,-,COM,-,-,-,DISP,-,-,-,-,T2,-,CHX,-,CHX,-,T1,-,T2,-,-,-,-,COM,-,COM,-,M,-,-,-,M,-,M,-,-,-,-,-,COM,-,10.0,11.625
106,person_9,-,CHX,-,-,-,CHX,-,T1,-,-,-,CHX,-,CHX,-,T2,-,-,-,T2,-,-,-,T1,-,CHX,-,T1,-,T2,-,T2,-,-,-,-,-,-,-,CHX,-,T1,-,CHX,-,T2,-,CHX,-,-,-,-,-,-,-,T1,10.0,11.625
107,person_11,-,CHX,-,CHX,-,T2,-,-,-,-,COM,-,M,-,-,-,M,-,M,-,-,-,DISP,-,M,-,M,-,-,-,-,-,M,-,-,-,DISP,-,COM,-,COM,-,COM,-,M,-,M,-,DISP,-,-,-,-,T1,-,CHX,10.0,11.625
108,person_5,COM,-,-,-,COM,-,-,-,-,-,-,T2,-,CHX,-,CHX,-,CHX,-,-,-,T1,-,-,-,T1,-,-,-,T1,-,-,-,CHX,-,-,-,T1,-,CHX,-,CHX,-,T1,-,CHX,-,-,-,-,-,T1,-,CHX,-,T2,10.0,11.625
109,person_10,-,-,-,-,COM,-,-,-,DISP,-,-,CHX,-,CHX,-,CHX,-,CHX,-,CHX,-,-,-,-,-,CHX,-,T2,-,T2,-,CHX,-,CHX,-,-,-,-,M,-,M,-,M,-,COM,-,COM,-,-,-,M,-,-,T2,-,T1,10.0,11.625
110,person_6,-,T2,-,T1,-,T2,-,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,DISP,-,M,-,M,-,M,-,M,-,M,-,DISP,-,-,-,M,-,COM,-,M,-,COM,-,COM,-,-,-,M,-,COM,-,COM,-,11.0,11.5
111,person_1,-,T2,-,CHX,-,T2,-,T1,-,-,-,CHX,-,T1,-,CHX,-,T2,-,T2,-,-,-,-,-,T1,-,-,-,CHX,-,T1,-,CHX,-,T1,-,-,-,CHX,-,-,-,-,-,CHX,-,T2,-,T1,-,-,-,CHX,-,T2,11.0,11.5
112,person_3,M,-,M,-,-,-,DISP,-,-,-,COM,-,COM,-,M,-,M,-,M,-,-,-,-,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,COM,-,M,-,-,-,M,-,M,-,M,-,-,-,-,-,-,T1,11.0,11.5
113,person_7,M,-,COM,-,M,-,M,-,-,-,M,-,M,-,M,-,M,-,COM,-,M,-,-,-,-,CHX,-,T1,-,CHX,-,CHX,-,T1,-,-,-,-,COM,-,M,-,-,-,COM,-,M,-,-,-,DISP,-,-,T2,-,T2,11.0,11.5
114,person_2,M,-,M,-,-,-,-,-,-,-,-,-,-,CHX,-,T1,-,CHX,-,CHX,-,-,-,T1,-,-,-,CHX,-,T1,-,CHX,-,CHX,-,T1,-,-,-,-,-,T2,-,T2,-,T1,-,T2,-,-,-,T1,-,-,M,-,11.0,11.5
115,person_4,-,-,-,T2,-,T1,-,-,-,T1,-,T1,-,T2,-,T2,-,T1,-,-,-,T1,-,-,COM,-,M,-,M,-,COM,-,M,-,-,-,-,-,-,T2,-,CHX,-,T1,-,CHX,-,CHX,-,T1,-,-,-,T2,-,T1,11.0,11.5
116,person_8,COM,-,COM,-,M,-,-,-,M,-,COM,-,COM,-,M,-,COM,-,M,-,DISP,-,-,-,-,-,-,-,COM,-,-,-,-,-,-,-,M,-,M,-,M,-,M,-,-,-,M,-,-,-,-,-,M,-,COM,-,11.0,11.5
117,person_9,-,T1,-,CHX,-,CHX,-,T1,-,-,-,CHX,-,CHX,-,CHX,-,CHX,-,T1,-,-,-,-,-,T2,-,CHX,-,-,-,T1,-,T1,-,-,-,-,-,CHX,-,CHX,-,CHX,-,-,-,CHX,-,-,-,-,-,-,M,-,11.0,11.5
118,person_11,-,CHX,-,-,-,T1,-,-,-,-,M,-,COM,-,COM,-,M,-,COM,-,-,-,M,-,M,-,COM,-,-,-,-,-,COM,-,-,-,DISP,-,M,-,COM,-,COM,-,M,-,COM,-,DISP,-,-,-,-,T1,-,CHX,11.0,11.5
119,person_5,-,CHX,-,-,-,CHX,-,T1,-,-,COM,-,M,-,M,-,COM,-,-,-,-,-,-,-,-,T1,-,-,-,T2,-,-,-,T2,-,-,-,T1,-,T1,-,T1,-,CHX,-,T2,-,-,-,-,-,T1,-,CHX,-,CHX,11.0,11.5
120,person_10,COM,-,-,-,COM,-,-,-,DISP,-,-,T2,-,CHX,-,T1,-,T2,-,CHX,-,-,-,-,-,CHX,-,T2,-,T2,-,T2,-,CHX,-,-,-,-,-,T2,-,CHX,-,T1,-,T1,-,T1,-,-,-,-,M,-,COM,-,11.0,11.5
121,person_6,M,-,COM,-,M,-,M,-,-,-,M,-,COM,-,M,-,M,-,COM,-,M,-,-,-,M,-,M,-,M,-,COM,-,COM,-,-,-,DISP,-,-,T1,-,CHX,-,T1,-,CHX,-,T1,-,-,-,-,COM,-,M,-,12.0,11.1875
122,person_1,-,CHX,-,T2,-,CHX,-,-,-,T1,-,T1,-,T1,-,-,-,T1,-,T2,-,-,-,-,-,T1,-,CHX,-,CHX,-,T1,-,T1,-,-,-,T1,-,CHX,-,-,-,CHX,-,T1,-,T2,-,T1,-,-,M,-,-,-,12.0,11.1875
123,person_3,-,T2,-,CHX,-,T2,-,-,-,-,COM,-,M,-,M,-,M,-,M,-,DISP,-,-,-,-,-,M,-,COM,-,M,-,COM,-,DISP,-,-,-,M,-,M,-,M,-,-,-,-,-,DISP,-,-,-,-,-,M,-,12.0,11.1875
124,person_7,M,-,M,-,COM,-,-,-,DISP,-,M,-,M,-,-,-,COM,-,COM,-,-,-,M,-,-,CHX,-,T2,-,CHX,-,CHX,-,T2,-,-,-,-,COM,-,M,-,M,-,M,-,M,-,-,-,DISP,-,-,T1,-,CHX,12.0,11.1875
125,person_2,COM,-,M,-,M,-,-,-,-,-,-,-,-,T2,-,T1,-,T2,-,CHX,-,-,-,T1,-,CHX,-,CHX,-,T2,-,CHX,-,CHX,-,T1,-,-,-,T1,-,T2,-,CHX,-,T1,-,T2,-,-,-,T1,-,-,-,T2,12.0,11.1875
126,person_4,-,T2,-,CHX,-,T1,-,-,-,T1,-,T1,-,T2,-,T1,-,T1,-,T2,-,T1,-,-,COM,-,COM,-,-,-,-,-,-,-,-,-,-,-,-,T2,-,T2,-,T1,-,CHX,-,CHX,-,T1,-,-,-,CHX,-,T1,12.0,11.1875
127,person_8,COM,-,COM,-,COM,-,M,-,-,-,-,CHX,-,-,-,T2,-,CHX,-,CHX,-,-,-,-,COM,-,COM,-,M,-,-,-,M,-,-,-,M,-,-,T1,-,T1,-,T1,-,T1,-,CHX,-,-,-,-,M,-,COM,-,12.0,11.1875
128,person_9,-,CHX,-,T1,-,CHX,-,T1,-,-,-,CHX,-,CHX,-,CHX,-,CHX,-,T2,-,-,-,T1,-,CHX,-,T1,-,-,-,T2,-,CHX,-,-,-,-,-,CHX,-,CHX,-,CHX,-,T2,-,-,-,-,-,-,-,-,-,CHX,12.0,11.1875
129,person_11,COM,-,-,-,COM,-,-,-,M,-,M,-,M,-,COM,-,COM,-,M,-,-,-,DISP,-,M,-,M,-,-,-,COM,-,M,-,-,-,-,-,COM,-,COM,-,COM,-,M,-,M,-,-,-,M,-,-,CHX,-,T2,12.0,11.1875
130,person_5,-,T1,-,-,-,T1,-,-,-,T1,-,T2,-,T1,-,T2,-,CHX,-,-,-,-,-,T1,-,T2,-,-,-,T1,-,-,-,T1,-,-,-,-,-,T2,-,T1,-,T2,-,CHX,-,-,-,T1,-,-,-,CHX,-,T2,12.0,11.1875
131,person_10,COM,-,-,-,M,-,DISP,-,-,-,-,T1,-,CHX,-,CHX,-,-,-,T1,-,-,-,-,M,-,COM,-,-,-,M,-,COM,-,M,-,-,-,M,-,M,-,M,-,COM,-,COM,-,M,-,-,-,-,T2,-,T1,12.0,11.1875
132,person_6,M,-,M,-,COM,-,-,-,DISP,-,COM,-,COM,-,COM,-,M,-,M,-,DISP,-,-,-,M,-,COM,-,M,-,COM,-,M,-,M,-,-,-,-,CHX,-,T1,-,T2,-,T2,-,T1,-,-,-,-,COM,-,M,-,13.0,11.0625
133,person_1,-,T1,-,T1,-,CHX,-,T1,-,-,-,CHX,-,T1,-,T1,-,T1,-,T2,-,-,-,T1,-,T2,-,-,-,T1,-,CHX,-,T1,-,-,-,-,-,T2,-,-,-,CHX,-,T2,-,T2,-,T1,-,-,-,T1,-,CHX,13.0,11.0625
134,person_3,-,CHX,-,CHX,-,T1,-,-,-,-,M,-,M,-,M,-,M,-,M,-,M,-,-,-,-,-,M,-,M,-,M,-,M,-,DISP,-,-,-,M,-,COM,-,COM,-,M,-,M,-,M,-,-,-,-,-,-,CHX,13.0,11.0625
135,person_7,M,-,M,-,M,-,-,-,DISP,-,COM,-,COM,-,M,-,COM,-,COM,-,-,-,DISP,-,-,T2,-,CHX,-,T2,-,T1,-,CHX,-,-,-,-,COM,-,M,-,M,-,M,-,COM,-,-,-,DISP,-,-,T2,-,-,13.0,11.0625
136,person_2,M,-,COM,-,M,-,-,-,-,-,-,-,-,-,-,T1,-,T2,-,CHX,-,-,-,T1,-,CHX,-,CHX,-,-,-,CHX,-,CHX,-,T1,-,-,-,T1,-,T2,-,T2,-,-,-,T2,-,-,-,T1,-,-,-,T2,13.0,11.0625
137,person_4,-,T2,-,T2,-,T1,-,-,-,T1,-,CHX,-,T2,-,CHX,-,CHX,-,T1,-,T1,-,-,COM,-,COM,-,COM,-,M,-,M,-,-,-,-,-,-,T2,-,-,-,T1,-,CHX,-,CHX,-,T1,-,-,-,CHX,-,T1,13.0,11.0625
138,person_8,COM,-,M,-,M,-,M,-,-,-,COM,-,COM,-,-,-,-,-,M,-,DISP,-,-,-,M,-,COM,-,M,-,COM,-,COM,-,-,-,M,-,-,CHX,-,CHX,-,T2,-,T1,-,CHX,-,-,-,-,M,-,COM,-,13.0,11.0625
139,person_9,-,T1,-,CHX,-,T2,-,T1,-,-,-,T2,-,CHX,-,T2,-,CHX,-,CHX,-,-,-,T1,-,T1,-,T1,-,T1,-,-,-,T1,-,-,-,-,-,CHX,-,-,-,CHX,-,CHX,-,-,-,-,-,-,-,-,-,T1,13.0,11.0625
140,person_11,COM,-,COM,-,COM,-,DISP,-,-,-,-,T1,-,CHX,-,CHX,-,T2,-,T1,-,-,-,-,M,-,M,-,-,-,-,-,COM,-,-,-,DISP,-,COM,-,COM,-,COM,-,COM,-,COM,-,DISP,-,-,-,-,CHX,-,T1,13.0,11.0625
141,person_5,-,CHX,-,-,-,CHX,-,T1,-,-,COM,-,M,-,M,-,COM,-,-,-,-,-,-,-,-,CHX,-,-,-,CHX,-,-,-,T1,-,-,-,T1,-,CHX,-,CHX,-,T1,-,T2,-,-,-,-,-,T1,-,T2,-,T1,13.0,11.0625
142,person_10,M,-,-,-,-,-,-,-,M,-,M,-,M,-,M,-,M,-,COM,-,-,-,M,-,-,CHX,-,T2,-,CHX,-,T2,-,T2,-,-,-,-,M,-,M,-,M,-,COM,-,M,-,-,-,M,-,M,-,M,-,13.0,11.0625
0,person_6,-,T1,-,T1,-,T1,-,-,-,-,COM,-,COM,-,COM,-,M,-,COM,-,M,-,-,-,COM,-,M,-,M,-,M,-,COM,-,-,-,DISP,-,COM,-,M,-,M,-,COM,-,M,-,DISP,-,-,-,-,T1,-,T1,14.0,10.875
1,person_1,-,T1,-,T2,-,CHX,-,-,-,-,-,CHX,-,T1,-,CHX,-,T1,-,T2,-,-,-,T1,-,T1,-,CHX,-,T2,-,T1,-,T2,-,-,-,T1,-,T2,-,-,-,CHX,-,T2,-,T2,-,T1,-,-,-,T2,-,-,14.0,10.875
2,person_3,-,CHX,-,CHX,-,T2,-,-,-,-,M,-,COM,-,M,-,M,-,M,-,DISP,-,-,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,M,-,M,-,M,-,M,-,M,-,DISP,-,-,-,-,-,-,-,14.0,10.875
3,person_7,COM,-,COM,-,COM,-,-,-,DISP,-,COM,-,M,-,M,-,M,-,M,-,-,-,DISP,-,-,CHX,-,T2,-,CHX,-,T2,-,CHX,-,-,-,-,M,-,COM,-,M,-,M,-,M,-,-,-,M,-,-,CHX,-,T2,14.0,10.875
4,person_2,M,-,M,-,M,-,-,-,-,-,-,-,M,-,M,-,COM,-,COM,-,-,-,-,-,-,CHX,-,CHX,-,CHX,-,CHX,-,CHX,-,T1,-,-,-,-,-,T2,-,T2,-,CHX,-,-,-,-,-,T1,-,-,-,CHX,14.0,10.875
5,person_4,-,T2,-,CHX,-,T1,-,-,-,T1,-,T2,-,T2,-,T1,-,CHX,-,CHX,-,T1,-,-,COM,-,COM,-,COM,-,-,-,COM,-,-,-,-,-,-,T2,-,CHX,-,T1,-,CHX,-,CHX,-,-,-,-,-,CHX,-,T1,14.0,10.875
6,person_8,M,-,M,-,M,-,-,-,M,-,-,CHX,-,CHX,-,T2,-,T2,-,T1,-,-,-,-,M,-,M,-,M,-,COM,-,-,-,-,-,M,-,-,CHX,-,-,-,T1,-,T2,-,CHX,-,-,-,-,M,-,COM,-,14.0,10.875
7,person_9,-,CHX,-,CHX,-,CHX,-,T1,-,-,-,CHX,-,CHX,-,CHX,-,CHX,-,-,-,-,-,T1,-,T2,-,T1,-,T1,-,CHX,-,CHX,-,-,-,-,-,CHX,-,CHX,-,CHX,-,T1,-,T1,-,-,-,-,-,-,-,CHX,14.0,10.875
8,person_11,COM,-,-,-,COM,-,DISP,-,-,-,-,T1,-,T1,-,T2,-,T2,-,CHX,-,-,-,-,M,-,COM,-,-,-,COM,-,M,-,DISP,-,-,-,COM,-,COM,-,COM,-,M,-,M,-,-,-,DISP,-,COM,-,M,-,14.0,10.875
9,person_5,-,T1,-,-,-,T2,-,-,-,T1,-,T2,-,CHX,-,CHX,-,CHX,-,-,-,T1,-,-,COM,-,-,-,M,-,-,-,M,-,-,-,-,-,-,T1,-,T1,-,T1,-,T2,-,-,-,-,-,T1,-,CHX,-,T2,14.0,10.875
10,person_10,COM,-,-,-,COM,-,M,-,-,-,M,-,M,-,-,-,M,-,M,-,-,-,M,-,-,-,-,T2,-,T2,-,T2,-,T1,-,-,-,-,M,-,M,-,M,-,COM,-,COM,-,M,-,-,-,M,-,M,-,14.0,10.875
